IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2 30>;2 31>;2 41>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30 31>;30 31>30>;30 41>;30>;30>14>;30>14>41>;30>30>;30>30>30>;30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31 41>;31 41>30>;31 41>41>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41 43>;41 44>;41>;41>14>;41>2>;41>30>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>44>;42>;43 44>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
31316-4434;20120102;insucesso;;;;;17;1;;;4;1;;;1;;1;;;1;;;5;;3;1;1;;;2;1;1;;;;;;;;;;;;;6;;;;2;1;;;;;;;;;;;;;;1;;;;;;1;1;;;;;;1;;;;1;;;;;1;1;;;;;;;;;;;;;7;;;;;;;3;;;1;1;;;;;;;;;;;;;4;1;1;1;;1;;1;1;;2;1;1;;;;2;1;1;2;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;91
31316-5490;20120202;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;11;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;2;;;6;;;;1;;;;;;;;;;;;;;;;;;;22;;1;;1;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;1;;;;;3;;1;;;;;65
31331-4434;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;4;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;12;;2;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;1;;;;;;;31
31336-4434;20120102;SUCESSO;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;4;;8;27;;;;;;3;;7;;;;;;;;21;12;17;69;;;33;19;;10;5;9;;13;3;2;53;;;;24;;16;;;;;4;;;6;;;1;;;;5;3;105;;1;6;6;;;19;;;6;3;;;;;;4;;;;3;;2;13;;;3;;2;;;;;13;;;;;;5;;;1;;;;;;;;5;;;;5;;;;;1;;;9;7;1;;;;17;;6;;;;;625
31340-4433;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;5;2;6;19;;;4;2;;1;1;2;;7;3;3;16;;;;8;;1;;;;;;;;4;;;;;;;1;;38;;;4;1;;;7;;;4;1;;;;;;;;;;;;;2;;;1;;;;;;;4;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;1;;;;;;;153
31358-4435;20120102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;6;;6;5;5;32;;;;;;1;;2;;;;;7;;;17;9;10;66;;;19;5;;3;;8;;12;4;3;60;;;;26;;11;;;;;6;;;7;;;1;;;;1;2;86;;3;6;3;;;20;;;6;3;;;;;;;;;;1;;;4;;;3;;;;;;;12;;;;;;;;;;;;;;;;;4;;;;5;;;;;1;;;10;3;4;2;;;9;;3;;;;;527
31359-4435;20120102;insucesso;1;;;;20;1;;1;2;;;;3;;;;;;;;5;;3;2;2;1;;;;;1;;1;;;1;1;;;;;;4;;;;1;1;1;;1;;;;;;;;;;;2;;;;;;;;;;;;;7;3;1;1;1;;;;;;;1;;;1;1;;;;;;;;14;2;;;1;1;;7;;1;5;3;2;2;2;;;1;;;;;;;4;1;1;2;;;;;;;6;1;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;5;;;;3;1;;;;;;139
31359-6590;20130201;insucesso;1;;1;1;32;2;;;1;;1;;5;1;4;2;1;;;;3;1;1;1;;;1;3;3;3;4;;;;;1;;1;1;;;;11;1;1;1;1;;1;;;;;;;1;;;;;;7;5;2;2;2;1;;;1;1;;;;7;2;;1;5;2;2;2;1;;;;;;;;1;;;;;;;14;;1;;1;;1;7;1;;2;;;;;;;1;1;;;;;;9;;;7;2;3;1;2;1;1;15;4;;;3;3;4;4;;3;3;1;1;1;1;1;1;1;;;1;8;4;;;;;;;;;12;3;2;1;2;1;;;1;;;272
31369-4433;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;12;;;;;;;;;;;;;;;;;;1;13;;;4;2;;;;2;;;;;14;;;;8;;3;;;;;;;;;;;;;;;;;18;;1;;;;;6;;;1;1;;;;;;;;;;;;1;4;;;1;;1;;;;;7;;;;;;2;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;107
31380-4434;20120102;insucesso;3;1;2;2;49;1;;1;3;;;;3;;;;;;2;;11;;1;1;1;1;;2;2;;3;;1;;;3;2;1;1;;;;8;1;1;1;1;1;1;;2;1;1;1;;;;;;;;8;2;;;;;;;1;;;;;10;2;1;1;5;1;;;;;;3;1;;;;1;;;;;;;42;1;1;;1;;1;10;;;3;3;3;2;1;;;;;;;;;;7;;1;6;1;2;;;;;17;2;2;1;;;3;;;;;;;;;;;3;1;1;2;7;2;;1;;;;;;;2;1;1;;3;2;;;;;;288
31384-5061;20120201;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;1;1;;1;;;;1;;;;;;;;;;;;;;;;;;1;11;;1;1;;;;2;;;;;;;;;;;;;;;;1;5;;;2;;;;;;;4;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38
31386-4435;20120102;insucesso;;;;;8;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;1;1;;;;;;1;;;;1;;;;;;;;;;;;;;;2;1;1;2;;;;;;;;;;4;1;;;2;;2;;;;;;;;;;;;;;;;;10;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;12;4;;;1;;;;1;;;60
31410-4603;20120102;insucesso;1;;1;1;23;2;;;4;;;;1;;1;;;;;;5;;4;4;3;3;;;;;1;;4;;;;;;;;;;6;1;1;1;1;;1;;;;;;;1;;;;;;2;;;;;;;;;;;;;2;;;;2;;;;;;;;;;;;;;;;;;;5;1;;;;;;4;;;4;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1;1;;;;;;;;;;24;7;2;2;5;;;;3;;;149
31410-5384;20120202;insucesso;2;;1;1;35;5;1;1;3;1;5;3;3;1;1;1;;;;1;9;;6;3;2;1;;1;1;1;;;2;;;1;1;;;;;;10;;;;2;1;1;;;;;;;7;2;3;;;;1;1;;;;;;;;;;;;4;2;;1;1;1;;;;;;;;;;;;1;1;;;;;24;;2;;;;;9;1;;3;2;1;1;1;2;2;2;2;1;1;;;;2;1;;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;;1;;;;;;;;;1;1;6;1;;;6;2;1;1;1;1;1;243
31410-6400;20130102;insucesso;1;1;;;25;;;;2;;;;1;;;;;;;;4;;2;2;1;;;;;;;1;;;;1;1;;;;;;5;;;;1;1;;;;1;1;1;;;;;;;;1;1;;;;;;;;;;;;3;1;;;1;1;;;;;;;;1;;;;1;1;;;;;9;1;;;;;;3;;;2;1;;;;;;;;;;;;;1;;;1;;1;;;;;1;;;;;;1;;;;;;;;;;;1;1;1;;1;;;;;1;1;;;;;;;;;;;;;;;90
31436-4433;20120102;insucesso;1;;1;1;18;;;;1;;;;2;;1;;;;;;7;1;1;1;1;1;;;;;;;;;;7;6;3;3;;;;2;1;1;1;;;2;;;;;;;;;;;;;24;;;12;1;;1;;2;;;;;24;1;;1;12;;6;1;;1;;1;;;1;1;2;;;;;;;41;;;;3;;1;5;;1;2;1;1;;;;;;;;;;;;6;1;;3;;;;;;;8;;;;;;2;;;;;;;;;;;1;;;1;2;;;2;;1;;;;;;;;;1;;;;;;;237
31437-6590;20130201;insucesso;;;;;11;1;;;;;;;1;;1;1;;;;1;6;1;1;1;;;;;;;;;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;1;1;;;;;;5;2;1;1;3;2;;;;1;1;;;;;;;2;1;1;1;;;13;1;;;2;2;;4;;1;3;2;;;;;;1;1;1;1;;;;2;;;1;;1;;1;1;1;1;1;;;;;1;1;;1;1;1;1;1;;;;;;;;;;;;;;;;2;;1;;;;2;;2;;;1;1;114
31444-5061;20120201;insucesso;3;2;1;1;99;7;;4;11;3;1;;4;;3;1;;1;;4;26;;7;2;;;;8;6;5;4;;3;;;2;2;1;1;;;;18;1;1;1;7;2;2;1;;1;1;1;;2;1;1;;;;12;6;1;1;1;1;1;;1;;;;;12;2;1;;8;4;1;1;1;1;;1;;;1;;;7;4;3;3;;;53;5;1;;2;;1;16;1;2;8;4;3;1;1;1;1;2;1;1;1;;3;;16;2;2;13;1;12;;9;4;3;26;7;4;2;4;3;14;6;1;10;5;4;1;3;1;1;;3;2;2;1;10;4;;;;1;1;1;4;4;18;4;2;1;14;3;4;4;1;9;5;686
31447-4435;20120102;SUCESSO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;2;2;15;;;;;;2;;;;;;;5;;;4;1;4;18;;;3;3;;2;1;2;;4;;;15;;;;4;;2;;;;;1;;;;;;;;;;1;1;38;;;;;;;7;;;1;1;;;;;;;;;;1;;1;10;;;7;;5;;;;;13;;;;;;5;;;4;;;;;;;;4;;;;2;;;;;10;;;5;2;;;;;6;;2;;;;;223
31453-4433;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;14;;;;1;;;6;;;1;;;;;;;;;;;;;;2;;;1;;;;;;;5;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;41
31456-4917;20120201;insucesso;2;1;1;1;19;6;;;1;;5;;;;;;;;;;4;;1;1;;;;1;1;;;;1;1;1;1;;;;;;;2;1;1;1;;;;2;;1;1;1;;7;4;;;;;2;;;2;;;;;;;;;;3;1;;;1;;1;;;;;;;;;;;;;;;;;15;;;;1;;;7;;1;3;1;1;1;1;1;1;1;1;;;;;;3;;;3;;;;;;;12;;;;;;2;;;;;;;;;;;2;1;1;1;1;;;;1;;;;2;1;2;;;;2;;1;1;1;;;151
31469-6030;20130101;insucesso;;;;;54;4;;;3;;2;2;1;;1;;;;;;10;;5;2;2;1;;1;1;1;;1;7;5;4;;;;;;;;11;;;;2;1;;;1;;;;;3;;2;;;;5;1;1;2;1;1;;;;;;;;5;;;;3;1;1;;;;;;;;1;;;;;;;;;31;1;1;;2;;1;7;1;1;3;3;2;1;1;1;;3;1;;;;;;8;;1;6;;3;;1;;;11;2;2;2;;;7;2;2;3;;1;;;;1;;;;;;2;;;;1;1;1;;10;5;;;;;11;1;7;5;;;;305
31469-6895;20130201;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;2;8;;;;;;1;;1;;;;;6;;;;;4;17;;;3;1;;4;1;1;;2;1;1;16;;;;10;;3;;;;;4;;;2;;;1;;;;;;20;;1;1;3;;;5;;;2;1;;;;;;1;;;;;;;3;;;2;;;;;;;9;;;;;;2;;;;;;;;;;;1;;;;1;;;;;6;;;;;;;;;;;;;;;;150
31476-6401;20130102;insucesso;1;;1;1;60;5;1;;2;;4;3;6;1;2;1;;;;2;12;1;5;3;2;2;;1;1;;1;;1;1;1;4;4;;;;;;9;1;1;1;;;1;2;;;;;;4;1;3;;;;13;4;1;1;;;2;2;;;;;;25;4;1;1;12;3;1;;;1;1;1;1;4;2;1;1;6;;5;1;;;48;1;2;;3;1;1;17;1;2;10;6;4;2;1;3;2;4;2;;;;1;;10;1;2;7;3;3;;3;3;2;9;4;1;1;;;4;;;4;;3;;2;1;;;1;;;1;2;;;;;;;;2;1;5;1;1;1;4;3;1;1;;3;3;450
31476-6895;20130201;insucesso;2;;1;;32;3;;1;3;1;;;2;;2;1;;;;;7;1;3;1;;;;;;;1;1;2;1;1;;;;;;;;6;1;1;;2;;2;2;2;1;1;;1;3;1;2;;;;4;1;;1;;;1;;;;;;;8;;;;3;1;;;;1;;;;;2;1;1;1;1;;;;;14;1;2;;2;;1;7;1;1;2;1;;;;1;1;1;1;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;2;1;;;4;;1;1;2;3;1;1;1;1;2;1;;;4;;1;1;;;;186
31488-4917;20120201;insucesso;;;;;15;;;;1;;;;1;;;;;;;;2;;1;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;1;;;1;;;;;;;;;5;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;;;;2;;;;1;1;1;45
31508-4435;20120102;insucesso;;;;;22;1;;;;;;;1;;;;;;;;6;2;2;1;1;1;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;1;;;;1;;;;;7;1;;;2;;1;1;;;;1;;;1;;;;;;;;;13;1;;;3;;2;5;;1;2;2;2;2;1;1;1;2;2;1;1;;;;2;;;2;;1;;1;;;2;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110
31510-5489;20120202;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;;;;;;;;1;;;;;1;;;;;2;6;;;;;;1;;1;;3;1;1;6;;;;1;;;;;;;;;;2;;;;;;;1;2;28;;;1;2;;;7;;;1;;;;;;;;;;;;;1;2;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;3;2;;;;;2;;;;;;;96
31520-5489;20120202;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;1;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;1;1;;;;;1;;1;;;;;24
31522-4917;20120201;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;1;;;;;;;;;;;;;2;;;1;;1;9;;;1;1;;3;;;;1;;;12;;;;5;;1;;;;;5;;;;;;3;;;;;;14;;;;1;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;70
31525-4435;20120102;insucesso;;;;;10;1;;;;;;;1;;1;;;1;;;5;;1;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;1;1;1;1;;;;;;;3;;;;3;;1;1;1;1;;;;;;;;;;;;;;12;;;;;;;4;;;1;;;;;1;1;1;1;1;1;;;;3;;;3;;3;;2;1;1;3;1;;;;;3;1;;2;1;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;91
31526-4435;20120102;insucesso;1;;1;1;13;;;;;;;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;2;1;1;1;1;1;;;;;;;;;;;;;;7;;;;;;;;;;;;;5;;;;3;;;;;;;;;;1;;;;;;;;;18;1;;;2;;1;9;;1;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;3;3;;;;;2;;2;2;;1;1;98
31529-4917;20120201;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3;;2;;2;10;;;;;;;;1;;;;;1;;;9;4;9;45;;;14;4;;6;2;4;;8;3;2;31;;;;14;;6;;;;;3;;;4;;;3;;;;4;6;29;;;6;3;;;10;;;1;;;;;;;4;;;;3;;;16;;;2;;1;;;;;20;;;;;;7;;;1;;;;;;;;2;;;;2;;;;;2;;;;;;;;;1;;;;;;;313
31560-4435;20120102;insucesso;;;;;57;2;;1;1;;;;16;;11;2;3;;;;10;1;3;1;;;;2;2;1;;;3;1;1;3;3;1;1;;;;2;;;;;;;;;;;;;;;;;;;17;5;1;6;3;2;4;;3;2;;;;23;2;;1;13;5;4;2;2;;;;;;3;;1;;;;;;;39;;;;1;;1;12;;;3;1;;;;1;1;2;2;1;;;;;13;;;11;;7;1;2;2;1;20;2;;;;;10;2;;3;;3;;2;2;2;1;;;;;2;;;2;;;;;2;2;2;;;;10;1;2;2;1;;;401
31566-5061;20120201;insucesso;1;;1;1;6;;;;;;;;2;1;1;1;;;;;3;;1;;;;;;;;;;1;;;1;1;1;1;;;;2;1;1;1;;;;;;;;;;;;;;;;5;2;2;1;;;1;1;;;;;;5;1;;;3;1;;;;1;1;1;1;1;;;;1;;1;;;;4;;1;;1;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;1;;;;;;;69
31570-5490;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3;;1;1;;9;;;;;;;;1;;;;;;;;9;4;10;29;;;8;2;;5;1;1;;8;4;1;35;;;;17;;1;;;;;8;;;3;;;5;;;;;;24;;;6;3;;;6;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;212
31572-5384;20120202;insucesso;2;2;1;1;23;1;;;6;3;;;12;3;5;1;1;;;1;4;;;;;;;;;;;;;;;1;1;1;;;;;12;1;1;1;3;1;1;;2;1;1;1;;;;;;;;8;2;2;3;1;;;;;3;;;;17;4;;;8;2;3;1;;;;;;;;;;2;1;;;;;22;;1;;;;;4;;;4;3;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;1;3;;;2;;;;;;;;;;;;;;;;;;203
31589-4435;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;4;;;;;2;;;;;;;;;;;;;1;;;2;;5;16;;;2;1;;2;2;1;;4;;2;23;;;;7;;1;;;;;2;;;3;;;2;;;;1;1;21;;;1;2;;;5;;;;;;;;;;1;;;;;;;2;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;124
31595-4603;20120102;insucesso;;;;;25;1;;;;;;;9;;9;1;2;2;;;5;;2;;;;;1;1;1;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;12;3;1;3;1;;2;2;1;1;;;;14;1;1;;12;3;3;1;;2;2;;;;1;;;;;;;;;23;;;;;;;3;;;;;;;;;;1;1;1;;;;;3;;;2;;2;2;;;;2;2;2;;;;2;2;2;;;;;;;;;;;;;7;1;;;;2;2;;1;;;;;;1;;1;;;;;195
31601-4917;20120201;insucesso;;;;;30;2;1;;1;;;;;;;;;;;;5;;1;1;1;1;;;;;;;4;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;1;;;;;;;17;;;;;;;1;;;1;1;1;1;1;;;;;;;;;;4;;;4;;;;;;;9;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;4;1;;;;;;104
31601-6401;20130102;insucesso;12;5;7;5;137;11;2;2;17;2;1;1;9;3;3;1;;1;1;1;45;;13;3;1;;3;4;4;;;1;3;;;1;1;;;;;;36;4;4;3;7;;4;1;1;5;5;5;1;2;;2;;;;12;3;1;1;;;4;4;;1;;;;22;7;1;2;10;1;1;;;4;4;1;1;;1;1;2;2;1;;;;;101;3;4;;3;1;1;21;1;2;4;1;;;;1;;6;3;;;;1;;13;;2;10;1;1;;1;1;;19;3;2;1;1;1;2;1;1;1;1;1;1;;;;;12;5;5;5;6;3;1;1;2;1;;;3;2;4;1;1;1;7;1;2;2;2;;;751
31601-6590;20130201;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;1;3;13;;;;;;2;;2;;;;;4;;;;;;8;;;2;1;;;;1;;5;;;19;;;;3;;1;;;;;1;;;1;;;2;;;;1;;24;;1;;;;;4;;;;;;;;;;;;;;;;;2;;;;;;;;;;4;;;;;;1;;;;;;;;;;;3;;;;1;;;;;1;;;3;;8;1;;;3;;;;;;;132
31604-4435;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;5;;;;;;;;;;;;;;;;1;;4;6;;;1;;;;;2;;2;1;;5;;;;1;;;;;;;;;;;;;;;;;;2;19;;;2;;;;3;;;;;;;;;;1;;;;1;;;5;;;3;;1;;;;;8;;;;;;3;;;;;;;;;;;1;;;;;;;;;;;;1;1;6;;;;5;;1;;;;;95
31612-4603;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;9;;;;;;1;;1;;;;;;;;2;;3;8;;;;;;1;;1;;3;1;;12;;;;4;;;;;;;1;;;1;;;;;;;1;3;22;;1;1;;;;4;;;2;1;;;;;;;;;;2;;;4;;;3;;;;;;;7;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;2;;;;;;2;;1;;;;;110
31619-4434;20120102;insucesso;1;;1;1;16;1;;1;2;1;;;1;;1;1;;;;;8;;1;1;1;;1;1;;;;;1;;;;;;;;;;4;1;1;1;1;;;;;;;;;;;;;;;2;1;;1;;;;;;;;;;4;;;;2;1;1;;;;;;;;;;;1;;1;;;;12;;2;;;;;1;;;1;1;;;;;;1;;;;;;;2;;1;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;1;1;1;;;1;;;;;;;;;;2;;;;;;;92
31637-4603;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;4;;;1;2;10;;;;;;;;1;;;;;;;;1;1;;12;;;3;;;1;;;;1;;;11;;;;6;;2;;;;;1;;;;;;;;;;;1;33;;1;;1;;;7;;;3;1;;;;;;2;;;;;;2;6;;;3;;1;;;;;10;;;;;;3;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;136
31652-4434;20120102;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;;;1;8;;;;;;;;1;;;;;;;;2;1;4;15;;;3;1;;1;1;3;;5;1;1;17;;;;7;;2;;;;;1;;;3;;;;;;;;;31;;1;2;1;;;9;;;4;2;;;;;;2;;;;;;;2;;;1;;;;;;;1;;;;;;;;;;;;;;;;;3;;;;1;;;;;2;;;;;;;;;1;;;;;;;151
31658-4435;20120102;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;6;19;;;;;;3;;2;;;;;;;;1;1;7;10;;;3;2;;;;1;;8;3;5;15;;;;4;;2;;;;;1;;;7;;;;;;;6;3;39;;1;3;1;;;10;;;5;4;;;;;;7;;;;3;;2;9;;;5;;2;;;;;6;;;;;;3;;;1;;;;;;;;2;;;;1;;;;;3;;;4;;7;1;;;5;;;;;;;240
31671-4434;20120102;insucesso;;;;;39;1;;;;;;;6;1;1;;1;;;;10;;3;1;;;;;;;;;1;;;3;3;;;;;;4;;;;1;1;;;;;;;3;;;;;;;4;;;2;1;;;;;;;;;11;2;2;;4;;2;1;;;;;;;;;2;;;;;;;26;1;2;;;;;9;1;;2;;;;;;;;;;;;;;1;;;1;;1;;;;;3;;;;;;3;;;;;;;;;;;;;;;4;;3;;;;;;;;5;;;;2;;;;1;;;175
31673-4434;20120102;insucesso;2;2;;;50;3;;;5;;;;3;;2;;1;;;;11;;3;;;;1;1;1;1;1;;2;2;2;1;1;;;;;;13;;;;2;;3;;2;2;2;2;;;;;;;;6;1;;2;1;1;1;1;2;;;;;8;2;;1;5;;2;1;1;;;;;;;;;1;1;;;;;51;1;;;3;;3;16;;2;7;3;1;1;1;1;1;3;2;;;;5;;9;;;8;;4;;2;2;1;14;1;;;1;1;6;1;;4;1;2;1;1;1;4;2;2;2;2;;3;;;;1;;;;2;2;;;;;2;;2;2;;;;345
31673-5384;20120202;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;1;;;2;1;1;9;;;3;;;1;;;;4;;1;22;;;;4;;1;;;;;2;;;2;;;;;;;;5;31;;;;3;;;7;;;3;2;;;;;;2;;;;2;;4;11;;;8;;5;;;;;22;;;;;;9;;;4;;;;;;;;;;;;3;;;;;2;;;8;1;3;;;;5;;3;;;;;199
31694-4433;20120102;insucesso;;;;;16;2;;;4;2;7;6;3;;3;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;11;;;;3;;;;;;;;;7;1;6;;;;8;1;;8;4;2;1;1;;;;;;4;1;;;4;;4;2;2;1;1;1;;;;;;;;;;;;5;1;;;;;;;;;;;;;;;;1;1;;;;;;1;;;1;;;;;;;7;;;;;;2;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;143
31694-5384;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;1;;;;;;2;;;;;;;;;;2;;1;9;;;;2;;;;;;;;;;2;;;;;;;;;19;;2;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;2;;;5;1;2;;;;4;;1;;;;;64
