IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2 30>;2 31>;2 41>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30 31>;30 31>30>;30 41>;30>;30>14>;30>14>41>;30>30>;30>30>30>;30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31 41>;31 41>30>;31 41>41>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41 43>;41 44>;41>;41>14>;41>2>;41>30>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>44>;42>;43 44>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
12626-7114;20130202;insucesso;1;1;;;21;;;;2;1;;;1;;;;;;;;4;;2;1;1;1;;;;;;;1;1;;2;2;;;;;;5;;;;2;1;;;;;;;;;;;;;;1;;;;;;;;;1;;;;5;;;;1;;;;;;;2;1;;;;1;3;;;;;;16;;;;1;;;3;;1;1;1;1;1;1;;;;;;;;;;2;;;1;;;;;;;2;1;;;;;;;;;;;;;;;;1;1;1;;10;;;;2;;;;2;;;;;;4;;1;;;3;2;124
13346-4434;20120102;insucesso;;;;;5;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;3;;;;1;;;;;;;1;1;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;1;1;;2;1;;;;;2;1;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38
13405-5490;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;;;;;;;;;;;;;;;;4;1;5;23;;;7;;;3;1;2;;4;1;1;22;;;;2;;;;;;;2;;;1;;;;;;;1;1;62;;1;3;;;;13;;;4;;;;;;;;;;;;;7;16;;;7;;2;;;;;27;;;;;;6;;;4;;;;;;;;1;;;;8;;;;;8;;;6;2;5;1;;;4;;2;;;;;278
1436-6400;20130102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;1;;;1;;1;7;;;2;;;;;;;3;;1;8;;;;2;;1;;;;;;;;1;;;;;;;;;45;;1;1;;;;6;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;;;;4;;;2;;2;1;;;1;;1;;;;;103
14770-5489;20120202;insucesso;2;2;;;17;1;1;;2;1;3;3;;;;;;;;1;8;1;3;3;2;1;;1;1;1;;;;;;;;;;;;;7;;;;4;3;1;2;;1;1;1;;4;1;4;;;;1;;;;;;;;;;;;;3;1;;1;1;;;;;;;1;;;;;1;2;;1;1;;;15;;2;;1;1;;4;2;;4;2;2;1;1;2;1;2;1;;;;1;;4;;1;3;;3;;1;1;;5;2;;;1;1;4;1;;2;1;2;1;1;1;2;;2;2;2;;1;1;;;;;;;;;;;;;;;;;;;;183
15016-4433;20120102;insucesso;;;;;12;;;;;;;;4;;4;;2;;;;5;;3;3;1;;;3;3;1;;;;;;1;1;2;2;;;;3;;;;2;1;;;;;;;;;;;;;;8;1;;3;2;1;1;1;2;;;;;6;1;;1;6;1;3;2;1;;;;;;;;;;;;;;;8;;2;;1;;1;4;2;;3;1;;;;1;1;2;2;;;;;;3;;1;3;2;1;;1;1;1;3;2;1;1;2;2;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153
15247-6400;20130102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;11;;;;;;;;1;;;;;;;;3;2;1;9;;;2;1;;1;1;;;5;1;1;21;;;;5;;1;;;;;1;;;2;;;4;;;;2;7;64;;;1;1;;;9;;;3;2;;;;;;1;;;;3;;2;10;;;3;;2;;;;;26;;;;;;9;;;4;;;;;;;;3;;;;4;;;;;;;;;;;;;;4;;;;;;;237
16014-5799;20130101;insucesso;1;;1;1;12;1;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;1;1;1;;;;;;;;;;;;;;;;3;1;;;;;;;1;;;;;6;1;;;1;;;;;;;3;;;1;1;;;;;;;;4;;;;;;;2;;;;;;;;;;;;;;;1;;1;;;1;;;;;;;4;1;;;;;2;1;;1;1;;;;;2;1;1;;;1;;;;;;1;;;1;1;;;;;1;;;;;;;72
16014-6590;20130201;insucesso;1;1;;;14;1;;;1;;1;;;;;;;;;2;1;;;;;;;;;;;;1;;;;;;;;;;2;;;;;;;;;1;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;11;;1;;;;;2;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;1;;;;;;;;;;;;;;1;;;;;;;55
17228-6401;20130102;insucesso;1;1;;;17;1;;;2;;;;2;;;;;;;;3;;1;;;;;2;2;1;;;;;;;;;;;;;5;;;;1;;1;1;;;;;;2;;1;;;;;;;;;;;;;;;;;4;1;;1;;;;;;;;1;;;2;;;;;;;;;18;1;;;;;;5;;;2;1;;;;;;;;;;;;;4;;;3;;1;;1;1;;5;1;;;1;1;2;;;2;;1;;;;;;1;1;1;;1;;;;;;;;;;6;4;;;2;;;;2;1;1;123
17491-4917;20120201;insucesso;3;2;2;2;27;2;;;3;;3;2;1;;;;;;;;10;1;3;;;;;;;;;;;;;2;2;;;;;;8;2;2;2;2;;1;;;2;2;2;;3;2;2;;;;3;1;1;;;;2;1;;;;;;7;3;1;;3;1;;;;2;;;;1;1;;;1;1;;;;;26;;1;;1;;;4;;;1;;;;;;;2;2;;;;;;5;;;5;;1;;;;;13;1;1;1;;;2;1;1;1;1;;;;;;;3;2;2;2;;;;;;;;;;;;;;;;;;;;;;203
17491-5799;20130101;insucesso;1;;1;1;15;;;;3;2;;;2;;1;;1;;;;7;;;;;;;;;;;;;;;;;;;;;;6;1;1;1;3;1;;;1;;;;;;;;;;;2;;;1;1;;;;1;;;;;3;;;;2;;1;1;;;;;;;1;;;;;;;;;17;;2;;1;;1;3;1;;;;;;;;;;;;;;;;1;;;1;;;;;;;5;;;;;;1;;;1;;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;98
17491-6590;20130201;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;1;;;;;;;;;22;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;;;;;;;;;1;;;;;;;37
18398-5384;20120202;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;;;;;1;;;;;;;;10;3;11;34;;;8;1;;6;3;3;;14;3;5;30;;;;11;;;;;;;4;;;6;;;;;;;2;5;38;;;4;3;;;8;;;1;1;;;;;;1;;;;2;;3;8;;;2;;1;;;;;22;;;;;;9;;;3;;;;;;;;;;;;5;;;;;5;;;;;;;;;4;;;;;;;283
18432-5799;20130101;insucesso;2;2;;;33;2;1;2;4;;;;2;;2;;;1;;;15;;3;2;;;;1;1;;1;;3;;;;;;;;;;10;;;;1;;1;;2;2;2;2;;;;;;;;12;3;;1;;;2;1;1;1;;;;10;;;;9;3;;;;1;;;;;1;;;;;;;;;27;;3;;1;;;9;2;1;5;1;;;;1;1;1;1;;;;;;4;;;4;1;2;1;1;;;4;2;2;;;;2;1;1;1;;;;;;;;2;2;2;;11;;;;6;3;2;1;;;8;4;2;1;5;;;;1;;;271
18444-5384;20120202;insucesso;;;;;11;;;;;;;;;;;;;;;;5;1;1;1;;;;1;1;1;;;;;;;;;;;;;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;7;;2;;1;;;1;;;1;;;;;;;;;;;;;;3;;1;2;;2;1;1;1;;5;3;1;1;;;3;3;1;2;1;2;1;1;;1;1;;;;;2;;;;1;1;1;;;;;;;;;;;;;;;83
18444-6895;20130201;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;4;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17
18607-4917;20120201;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;1;;;;;1;;;;;;2;;;2;;;;;1;;;;;3;;;;2;;2;;;;;1;;;;;;;;;;;;8;;;;;;;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;2;;;;1;;;;;;;38
20796-4435;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;3;;;;;;;;1;;;;;2;;;9;1;9;20;;;3;;;4;1;4;;7;;2;16;;;;2;;;;;;;3;;;4;;;;;;;;1;42;;;2;5;;;9;;;5;2;;;;;;1;;;;;;;1;;;1;;;;;;;4;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;5;;;;2;;;;;;;177
21169-6402;20130102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;1;9;;;;;;;;1;;;;;;;;3;2;1;10;;;3;1;;1;1;2;;4;2;1;11;;;;5;;1;;;;;3;;;1;;;;;;;;;11;;;2;1;;;1;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;3;;;;;5;;;;;;;;;;;;;;;;97
21283-6895;20130201;insucesso;1;1;;;21;2;;;6;;;;3;;2;;;2;;;1;;;;;;;;;;;1;;;;;;;;;;;12;;;;1;;;;;;;;;;;;;;;7;;;2;1;1;3;3;3;;;;;7;;;;4;;1;;;2;2;1;;;2;;;;;;;;;17;;;;2;;1;5;;2;2;1;1;;;;;;;;;;;;2;;;2;;1;;1;1;1;2;;;;;;1;;;1;;1;;1;1;;;1;1;1;;1;;;;;1;1;1;3;3;1;;;;4;;3;3;1;;;163
21283-7297;20130202;insucesso;1;;1;;27;1;;;4;;;;5;1;3;1;2;;1;;6;;1;1;;;;3;2;2;;1;2;1;1;1;1;;;;;;7;;;;;;1;;;;;;1;;;;;;;15;3;;8;2;2;1;1;2;1;;;;19;3;1;1;13;1;7;2;2;;;2;1;;;;1;;;;;;;19;;;;3;;2;5;;2;1;;;;;;;1;1;1;1;;;;8;;;6;3;4;1;3;2;2;8;4;1;;2;2;4;3;1;3;2;2;2;2;2;1;1;1;;;;3;1;;;1;2;1;1;1;1;4;2;1;;2;;1;1;1;;;295
21321-4434;20120102;insucesso;2;1;1;1;44;3;1;1;8;2;1;1;4;;4;;1;1;;;15;1;4;2;1;;;;;;;;2;1;1;;;;;;;;12;1;1;1;4;1;1;1;2;1;1;1;;1;;1;;;;7;;;1;;;3;3;;;;;;9;;;;6;;1;;;2;2;;;;1;;4;2;2;;;;;35;1;2;;3;;;9;1;1;3;1;;;;1;;1;;;;;;;3;2;;1;;;;;;;9;;;;;;1;;;1;;1;;1;1;;;2;1;1;1;4;2;;1;;1;;;2;2;1;;;;3;;1;1;1;;;277
21361-4917;20120201;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;3;3;1;13;;;;;;;;1;;;;;2;;;3;;5;23;;;7;1;;3;2;;;4;2;2;22;;;;7;;2;;;;;3;;;2;;;2;;;;2;2;33;;;3;1;;;4;;;;;;;;;;1;;;;1;;2;3;;;1;;1;;;;;10;;;;;;3;;;1;;;;;;;;3;;;;1;;;;;;;;1;1;14;3;;;4;;1;;;;;215
21513-5384;20120202;insucesso;3;2;2;2;24;1;;1;5;2;;;4;;1;;;1;1;;8;2;1;;;;;;;;1;;;;;1;1;1;1;;;;13;2;2;2;5;2;1;;2;2;2;2;;2;;2;;;;7;2;;2;2;1;1;1;;;;;;8;2;;;4;1;1;1;1;1;1;2;;;;;;1;1;;;;;14;1;3;;2;1;1;2;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;2;1;1;;;;;;;2;1;;;;;1;;1;1;;;;186
21513-6030;20130101;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;1;;;;;4;;;2;;;10;;;4;1;;;;1;;;;;8;;;;3;;1;;;;;2;;;;;;;;;;;;20;;;;1;;;4;;;1;;;;;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;4;;;;1;;;;;;;84
21629-5061;20120201;insucesso;2;1;1;1;73;9;2;3;3;1;2;1;12;;7;;2;3;3;15;23;1;11;7;3;2;2;1;1;;;;1;;;3;3;;;;;;6;1;1;1;3;3;;1;;1;1;1;;3;1;1;;;;34;7;;7;5;4;21;14;2;1;;;;42;10;3;3;30;7;5;4;3;17;12;8;5;7;5;5;1;26;10;19;16;;;47;3;2;;11;5;2;25;2;9;13;7;5;4;3;3;1;5;2;2;2;;6;;9;3;;5;1;4;;4;4;3;8;4;2;1;1;1;7;2;1;6;2;6;2;5;5;3;3;2;1;1;1;2;1;;1;;3;;2;;;9;1;1;;3;2;;;1;;;838
21955-4603;20120102;insucesso;2;;2;;54;2;;;6;1;;;15;;6;;3;1;2;;8;;5;3;3;3;;1;;;;1;1;1;1;1;1;;;;;;12;2;2;;4;1;;;1;;;;;;;;;;;10;1;1;6;3;1;2;;;;;;;21;3;;;10;1;6;3;1;1;;3;2;;2;1;;1;;;;;;21;2;3;;2;1;1;13;1;1;9;6;6;5;4;1;;1;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;2;;2;2;2;;;;;4;1;2;2;;;;323
22271-4917;20120201;insucesso;1;;1;1;8;;;;;;2;2;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;3;1;1;1;1;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;3;;;;;;;;1;;1;;;;;;;1;;1;;;;;;;;4;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;49
22423-4434;20120102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;3;10;;;;;;1;;2;;;;;3;;;;;1;1;;;;;;;;;;3;;;3;;;;;;;;;;;1;;;1;;;;;;;;;22;;1;;;;;7;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;70
22433-4434;20120102;insucesso;2;;2;2;21;1;;1;;;;;2;;;;;;1;;11;;1;1;1;1;2;;;;;;1;1;1;;;1;1;;;;2;2;2;2;;;;;;;;;;;;;;;;6;1;1;2;1;;1;;;;;;;7;1;;1;2;;1;1;;;;2;;1;;;;1;;1;;;;17;;;;;;;1;;;1;1;1;1;;1;1;2;2;1;1;;;;4;;1;3;;1;1;1;;;7;1;1;1;;;3;1;1;3;1;2;;;;;;2;;;2;;;;;;;;;1;1;;;;;2;1;1;1;;;;165
22483-6030;20130101;insucesso;;;;;5;;;;1;1;;;2;1;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;2;;;1;;;1;;;;;;;4;1;;;1;;1;;;;;1;;;;;;1;;1;1;;;6;;;;;;;3;;;1;;;;;;;;;;;;;;2;;;2;;1;;;;;4;1;;;;;1;;;;;;;;;;;;;;;2;;;;1;1;1;;;;;;;;3;1;;;;3;3;65
22525-4435;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;4;;;;;;1;;;;1;;;5;;;;1;;;;;;;1;;;;;;;;;;1;;3;;;;1;;;2;;;1;1;;;;;;;;;;;;;1;;;;;;;;;;3;;;;;;1;;;;;;;;;;;;;;;2;;;;;;;;2;;;;;;1;;;;;;;34
22559-5384;20120202;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;1;;1;;;;;;;;1;;1;7;;;2;1;;;;1;;;;;4;;;;;;;;;;;;;;;;;;;;;1;3;12;;;;;;;3;;;1;1;;;;;;;;;;;;2;3;;;1;;1;;;;;9;;;;;;1;;;;;;;;;;;;;;;7;;;;;3;;;1;1;;;;;2;;1;;;;;76
22607-5384;20120202;insucesso;2;2;2;2;13;;;;;;;;1;;1;;;;;;3;;2;;;;;1;1;;;;;;;;;;;;;;7;2;2;2;;;;;1;1;1;1;;;;;;;;3;1;1;;;;;;;;;;;2;;;;2;1;;;;;;;;;;;;;;;;;;8;1;1;;;;;3;;;;;;;;1;1;1;1;;;;1;;2;;;2;;;;;;;12;2;1;1;;;3;1;1;1;1;1;1;1;1;;;2;2;2;2;2;;;;1;1;;1;;;2;1;;;3;;;;;3;3;131
22612-4603;20120102;insucesso;1;;1;1;13;;;;2;1;1;;;;;;;;;;5;;;;;;;;;;;;1;;;;;;;;;;6;;;;1;1;1;1;;;;;;3;;2;;;;;;;;;;;;;;;;;3;2;;2;;;;;;;;;;;;;;1;;1;;;;10;;;;1;1;;2;;1;1;1;1;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;1;;;;;;;;;;;;;;;1;;;;;;;75
22659-5490;20120202;insucesso;1;1;;;29;3;;;4;1;3;3;;;;;;;;2;9;;3;1;;;1;;;;3;;3;;;1;1;;;;;;12;;;;3;;1;1;;1;1;1;;4;;3;;;;7;;;2;1;;3;1;;;;;;8;1;;1;3;;2;1;;2;1;;;1;;;2;5;;3;2;;;19;;2;;2;1;;6;1;1;1;;;;;;;4;2;;;;1;;7;1;1;4;;1;;1;1;1;9;;;;;;5;;;3;;1;;1;1;2;1;1;1;1;;5;;;2;;;;;2;2;3;;;;6;1;1;1;;;;248
22700-5489;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;1;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2;;;;;;1;;;;;;;21
22787-4435;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;4;;;;;4;15;;;5;;;1;;2;;5;2;2;14;;;;3;;;;;;;1;;;2;;;3;;;;1;;13;;;2;3;;;6;;;3;;;;;;;2;;;;;;;3;;;1;;1;;;;;4;;;;;;1;;;;;;;;;;;1;;;;1;;;;;;;;5;1;;;;;4;;2;;;;;125
22957-6590;20130201;insucesso;;;;;20;2;;;1;;;;7;5;3;2;;1;;;5;;2;1;;;;;;;2;2;5;1;;1;1;;;;;;1;;;;1;;1;;;;;;1;;;;;;;3;2;;;;;1;1;;1;;;;10;6;1;3;3;2;;;;1;1;;;;;;1;;;;;;;9;;;;1;;;3;;1;1;;;;;1;1;1;1;1;1;;1;;2;;;2;;2;;2;1;1;3;1;1;1;;;3;1;1;2;1;1;1;1;1;;;;;;;6;3;1;;;2;1;2;2;1;4;1;;;6;1;1;;3;;;185
22977-4434;20120102;insucesso;1;;1;1;61;8;;3;9;2;1;;18;1;16;4;;6;1;1;11;;5;5;2;2;;4;4;3;;;5;2;2;;;1;1;;;;13;1;1;1;4;;;1;;;;;;2;1;1;;;;35;15;;1;;;13;12;;;;;;39;5;;1;33;14;1;;;12;10;1;;2;;;;4;2;2;1;;;48;;2;;2;;2;16;2;;10;4;3;1;1;;;;;;;;;;6;1;;5;;3;2;;;;10;3;;;1;1;5;3;;1;;;;;;;;1;;;1;;;;;;;;;4;4;6;;;;7;4;2;2;1;1;1;575
22977-5799;20130101;insucesso;;;;;17;1;;;;;1;;4;;3;1;;2;1;;3;;1;1;;;;;;;;;1;;;1;1;;;;;;1;;;;;;;;;;;;;1;;;;;;4;2;;;;;2;;;;;;;7;2;;1;3;1;;;;2;;1;;;1;;;;;;;;;11;;;;;;;2;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;25;7;5;3;4;;;;3;1;1;134
23182-4433;20120102;insucesso;;;;;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;19
23182-6030;20130101;insucesso;;;;;4;;;;;;;;1;;1;;;;;;;;;;;;;1;;;;;;;;1;1;;;;;;1;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;3;1;1;;2;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;;4;;;;;;3;;;1;;1;;;;;;;;;;1;;;;1;;;;;;1;;;;1;;;;;;;39
23182-6895;20130201;insucesso;;;;;6;;;;1;;;;1;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;1;1;1;8;4;1;;3;;1;1;;;;39
23467-4433;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;1;;12;;1;;;;;1;;;1;;;;;;;1;;;;;;;4;;;2;;;;;;;12;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42
23668-5490;20120202;insucesso;1;;1;1;16;;;;4;1;;;;;;;;;;;4;;1;;;;;1;1;;;;1;1;1;;;;;;;;7;1;1;1;1;1;;;;;;;;;;;;;;2;1;;;;;;;;;;;;2;1;;1;1;1;;;;;;;;;;;;;;;;;;20;;;;;;;5;;;1;1;1;;;;;;;;;;2;;2;;;2;;1;;1;1;;3;1;;;;;1;;;1;;1;;;;1;1;1;;;1;;;;;;;;;2;1;9;3;;;1;;1;1;;;;121
24082-4603;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;;;;;;1;2;;;;;;;;;;1;1;1;2;;;;2;;;;;;;;;;1;;;1;;;;1;1;9;;;1;1;;;6;;;2;2;;;;;;1;;;;1;;;3;;;1;;;;;;;3;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;48
24192-6401;20130102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;3;5;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;2;;;7;;;;;;;;;;;;;;;;;;;;;2;2;26;;;;1;;;1;;;;;;;;;;;;;;1;;1;4;;;2;;1;;;;;4;;;;;;1;;;1;;;;;;;;1;;;;1;;;;;1;;;;;;;;;1;;;;;;;74
24407-6030;20130101;insucesso;3;;3;3;61;16;5;2;12;8;7;6;9;3;6;3;;1;;;21;;3;1;;;;;;;2;1;;;;3;3;;;;;;26;2;2;2;12;4;1;4;;;;;1;13;1;10;;;;11;5;3;;;;3;1;;1;;;;16;7;1;1;10;5;;;;3;1;;;2;;;1;2;1;2;2;;;42;;3;;1;1;;10;;1;4;1;1;;;;;;;;;;1;;3;1;;1;;1;;;;;1;;;;;;1;;;;;;;;;1;1;3;;;3;4;1;1;1;;3;1;2;1;1;;;;;1;;1;1;;2;;439
25326-5490;20120202;insucesso;1;1;;;11;;;;2;;1;1;4;1;3;;1;1;1;;2;1;;;;;;1;;;;;;;;1;1;1;1;;;;8;;;;3;;;3;;1;1;1;;5;1;4;;;;8;1;;6;4;4;1;1;1;3;;;;10;2;1;;6;;4;4;4;1;1;1;1;;;;;;;;;;;6;;;;1;;1;1;;;1;;;;;;;;;;;;;;3;1;;2;1;1;;;;;2;1;;;1;;1;;;;;;;;;1;1;1;1;1;;3;2;;;;;;;;;;;;;;;;;;;;160
26616-7114;20130202;insucesso;4;1;2;2;59;3;1;;7;1;;;16;;9;;2;;4;;8;;3;1;;;;1;1;1;1;2;;;;2;2;1;1;;;;13;2;2;2;5;1;1;;4;2;2;1;1;;;;;;;24;2;1;6;2;1;3;3;2;;;;;22;1;;;16;;2;1;1;2;1;5;3;;4;4;;;;;;;;29;;;;2;;1;16;;2;6;1;;;;;;;;;;;;;1;;;1;;1;1;;;;1;1;1;1;;;1;1;1;;;;;;;;;4;2;1;2;3;2;1;;;5;2;4;4;4;;;;;4;;4;4;;3;2;396
26930-4433;20120102;insucesso;;;;;23;1;;;5;1;;;2;;;;;;;;4;;;;;;;;;;;1;;;;1;1;1;1;;;;11;;;;2;;;2;;;;;1;2;1;2;;;;7;3;;;;;3;;;;;;;8;2;;;5;1;;;;3;;;;1;;;1;1;1;;;;;8;;;;1;;1;1;;;;;;;;;;;;;;;;;1;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;;1;;1;3;2;1;;;;;;;;;;;;;;124
