IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;16>31>14>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>14>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
37574-5489;20120202;insucesso;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
37609-5489;20120202;SUCESSO;1;;;;20;1;;1;2;;;;;3;;1;;;;;2;;8;;3;1;1;;1;1;;;;;;;;;;;1;1;;2;1;2;;;;;;;;1;1;1;;;;;;4;2;1;;;;;;;;;;;5;;;;3;1;;;;;;;;2;1;;;;;;;;;10;;;1;;1;5;;1;3;;3;3;2;;2;;3;3;;;;6;;;4;;;;;;;;7;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;;;;1;;;;1;;;134
37663-5490;20120202;insucesso;;;;;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
38021-5489;20120202;SUCESSO;1;;1;1;13;4;;2;1;;;1;;2;;;;;;;;;5;;2;;;;;1;1;;;;;;1;;;;;;;;;4;;;;;;;;;;;;2;1;;1;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;2;;;;;15;1;;2;;;3;;;1;;;;;;;;1;1;;;;4;;;3;;;;;;;;11;2;;;1;1;3;2;;;;;;;;1;1;1;;;1;3;1;;;;1;;;;;;;;;;1;1;;;;;;111
38165-5384;20120202;insucesso;;;;;5;2;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;1;;1;1;;;;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;;1;1;;;;;;25
38975-5384;20120202;SUCESSO;1;;1;1;33;1;;;1;;;1;;1;;1;;;;;;;8;;2;;;;;;;;;;;;3;;;;;;;;;6;1;1;1;1;;;;1;;;;;1;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;30;;;;;;10;;;5;;2;2;;;1;;1;1;1;;;3;;;3;;3;;2;;;;6;1;1;;;;6;1;1;4;1;2;1;1;;;;1;;;1;;;;;;1;;1;;;2;;;;;6;1;;;1;;;172
38994-5384;20120202;insucesso;1;;1;;22;2;;;2;;;;;7;2;2;1;1;;;1;;6;1;1;;;;;;;;;1;;;2;;;;1;1;;;;4;;;;;;1;1;;;;;2;1;;1;5;1;;;1;;1;;;3;1;;2;10;6;1;4;5;1;1;1;;;2;;;2;1;3;;;2;3;2;2;;8;;;1;1;1;2;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;5;1;2;;;1;;;;;22;2;13;6;3;3;1;;;2;1;;204
39065-5384;20120202;insucesso;1;;1;1;8;1;;1;2;;1;1;;1;;1;;1;;;;;2;;1;1;;;;;;;;;;;;;;;;;;;;5;1;1;1;1;;3;1;;;;;1;2;;1;3;;;;2;;1;1;;;;;1;4;;;;2;;2;1;1;;;;;;;;1;;1;2;1;;;8;1;1;1;;1;3;;1;3;;2;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;2;1;1;1;;1;1;;;;1;;1;;;3;;;;1;;;103
39095-5384;20120202;insucesso;1;;1;;34;1;;;6;4;;;;4;;3;2;;;;;;11;1;1;;;;;1;1;;;;;;;;;;;;;;;9;1;1;;5;1;;;;;;;;;;;4;3;;1;1;;1;;;3;2;;;7;3;;;4;2;1;1;;;3;2;;;;;;;;;;;;16;;;2;;2;5;;1;2;;1;1;;;2;1;4;3;1;;;6;1;;5;1;2;1;;;;;7;3;2;;;;2;1;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;201
39676-6030;20130101;SUCESSO;1;1;;;51;1;;;7;2;;2;;18;;9;3;2;;;1;;7;;5;2;1;;2;1;1;;;1;;;2;2;2;;3;2;1;10;9;10;;;;2;;1;;;;;;1;3;;1;29;8;3;1;11;3;5;1;;6;2;;2;33;5;;1;20;3;6;2;;;;;;4;2;;3;2;2;3;;2;1;32;1;1;7;;4;14;;4;6;3;1;1;;;3;;7;6;4;;;13;;2;8;1;4;;1;1;1;;15;4;2;;;;7;3;2;4;2;4;2;2;;5;4;1;1;1;;9;1;;3;;;;;8;6;2;;;;;13;1;6;5;1;3;3;572
39904-6030;20130101;insucesso;1;1;;;66;7;;;7;3;;1;1;4;;1;;;;;;3;14;1;5;4;2;2;;;;;;6;9;;;;;2;;;;;;9;;;;6;1;1;1;;1;1;1;;2;2;1;5;2;;;1;;;;;2;1;;;10;5;;2;3;;;;;;2;1;;1;;;1;1;;6;3;3;1;24;3;;4;3;1;12;;2;10;;6;3;3;;3;3;3;3;2;2;3;4;1;;4;;3;;3;2;2;1;4;3;1;1;;;3;3;1;3;3;2;2;2;1;;;1;1;1;;18;9;;1;3;11;8;1;;;14;1;;;;5;3;;;1;5;3;441
40067-7114;20130202;insucesso;1;;1;1;10;;;;1;;;;;;;;;;;;;;5;;1;;;;1;1;1;1;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;1;;;;;;;;;;;1;1;1;1;;4;;;4;;4;;3;2;1;1;9;1;1;;;;9;1;1;4;1;3;1;2;2;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;95
40086-6590;20130201;SUCESSO;1;1;;;19;;;;1;;;;;4;;2;;2;1;;1;;;;;;;;;;;;;;;;5;1;1;;1;1;;;;2;;;;;;;;;1;1;1;;;;;12;2;1;;9;1;3;1;1;;;1;1;10;;;;8;;7;2;1;1;;;;2;1;;;;;;;;;9;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;1;;;1;;;;;2;2;12;;1;;;12;5;1;1;;;;164
40093-6590;20130201;SUCESSO;1;;1;;32;2;;1;1;;;;;1;;1;;;;1;;;11;;4;1;;;;3;3;1;1;;;;1;1;1;;;;;;;3;1;1;;;;;;;;;;;;;;5;4;;;;;;;;3;2;;;7;2;;1;5;4;;;;;3;2;;;;;;;;;;;;32;;;4;;3;10;;1;2;;1;1;1;;;;1;;;;;5;;1;3;2;1;;1;1;;;6;3;2;;1;1;1;;;1;;1;;;;;;1;;;;;;;;;;;;1;1;;;;;;1;;1;1;;;;203
40101-6590;20130201;SUCESSO;1;1;;;61;3;;2;4;;;;;21;;15;2;3;2;;4;;11;;1;;;;1;;;;;;10;7;1;;;;;;;2;2;8;;;;1;;;;1;1;1;1;;;;;32;5;1;2;7;1;4;2;;3;2;2;1;34;;;;24;2;6;3;1;;1;1;1;6;2;;2;1;;;;;;20;;;3;;1;3;;1;1;1;;;;;;;1;1;;;;2;;;2;1;1;;;;;;5;1;;;;;2;;;;;;;;;;;1;1;1;;11;1;;1;1;12;9;10;1;1;23;;9;4;1;3;;1;1;2;;;453
40116-6030;20130101;SUCESSO;1;;1;1;76;1;;;9;1;;;;6;;4;;1;;1;;;12;;5;3;1;;1;3;3;;;2;1;;2;;;;1;1;;;;12;1;1;1;1;;;;;;;;;;;;7;1;1;;2;1;1;1;1;1;1;;1;10;;;;6;;2;1;1;1;1;1;;2;2;;;;1;;;;;20;3;1;;;;8;;;4;;2;;;;;;3;;;;;6;;;3;;;;;;;;7;1;;;;;2;1;;1;1;1;1;1;;;;1;;;1;8;1;;;1;2;2;;;;18;;2;;;3;;;;3;;;307
40165-5799;20130101;insucesso;1;;1;1;57;4;;1;2;;1;1;1;6;1;;;;;;1;2;14;2;3;;;;;1;;;;3;2;;3;1;;;1;1;;;;11;1;1;1;1;;4;1;2;;;;2;7;;5;11;1;;;3;;2;;;3;1;1;;21;4;;2;4;;1;1;;;1;;;4;1;2;4;2;5;7;1;4;;49;;3;3;1;;16;1;;9;;4;1;1;1;4;2;6;3;1;;;11;2;;8;;5;2;1;;;;15;3;;;;;8;2;;2;;;;;;2;1;1;;;1;15;3;1;2;3;6;4;5;7;5;15;1;9;4;1;10;1;5;5;;;;504
40197-7114;20130202;insucesso;1;;1;;58;13;2;;20;2;2;;;4;1;2;;;;;;;13;1;5;1;;;;2;2;2;;;;;2;2;;;1;1;1;;;25;1;1;;3;2;2;;2;;;;4;;;;7;2;;;2;;;;;;;;;8;2;1;1;5;2;;;;;;;;;;1;1;;;1;;;;36;1;1;2;;1;14;;1;4;;1;;;;;;;;;;;2;;;2;;2;1;2;2;1;1;3;2;1;1;1;1;3;2;1;2;1;2;1;1;1;;;1;;;;5;;4;;;;;;4;;1;;;;;3;;3;;;;;330
40217-6030;20130101;insucesso;1;1;;;17;4;2;1;3;;;;;;;;;;;;;;8;;3;1;;;;1;1;1;;2;;;;;;;;;;;;9;;;;3;2;1;1;1;;;;;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;17;;1;1;;;6;;;4;;1;;;;1;1;2;1;1;1;;5;;1;4;;3;;3;3;2;1;6;1;1;;;;5;1;1;5;1;4;1;2;1;1;;1;1;1;;3;3;;;1;;;;;;1;1;1;;;1;;;;1;;;170
40277-6590;20130201;insucesso;;;;;8;;;;;;;;;;;;;;;;;;4;;3;3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;4;;;3;;3;1;1;1;1;;1;;;;;2;;;1;;1;;1;1;;;1;;;;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54
40309-6590;20130201;SUCESSO;2;2;;;53;1;;;7;;;;;11;;6;;3;;;2;;9;;3;2;2;;;9;9;8;2;;;;1;1;1;;1;1;;3;3;11;;;;;;1;;4;2;2;2;;;;;17;4;1;;7;1;1;1;;1;;4;3;24;;;;14;1;5;1;1;;1;;2;3;1;;5;2;1;;;;;50;1;1;8;;4;16;;3;8;1;6;3;1;;1;;2;2;2;;;13;;1;13;1;10;;4;1;1;;14;2;;;;;10;1;;4;;1;;1;;1;1;2;2;2;;5;;;1;;;;;1;1;5;;;;;2;;1;1;1;;;477
40389-6895;20130201;SUCESSO;;;;;19;;;;;;;;;;;;;;;;;;11;;6;;;;;;;;;;;;1;1;1;;;;;;;1;;;;1;;;;;;;;;;;;3;;;;;;;;;;;;;4;;;;2;;;;;;;;;;;;;;;1;;;;25;;;;;;6;;;;;;;;;;;;;;;;1;;;1;;;;;;;;6;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;2;;;;;;2;;2;2;;1;1;103
40720-7297;20130202;insucesso;1;;1;;14;2;1;1;2;;;;;1;;1;1;;;;;;5;;2;1;;;;;;;;;;;1;1;1;;;;;;;4;1;1;;1;1;;;;;;;2;;;;4;1;;;1;;;;;;;;1;4;;;;4;1;;;;;;;;;;;;;;;;;;13;;;1;;1;7;;;4;;2;1;1;;;;1;1;;;1;2;;;2;1;1;;1;1;;;2;1;;;;;1;;;1;;1;;;;;;1;;;;2;;2;1;;;;;1;1;;;;;;1;;1;1;;;;120
40755-7114;20130202;SUCESSO;1;;1;1;19;4;;2;3;;;;;2;;2;;;;;;;8;;2;1;1;;1;3;3;2;2;;;;1;;;;;;;;;8;1;1;1;;;;;;;;;;;;;3;;;;;;;;;;;2;;5;2;;1;3;;;;;;;;2;;;;;;;;;;;11;;1;1;;;3;;1;2;1;1;1;;;;;2;1;;;;7;;1;6;1;2;;2;2;2;;7;2;1;;;;3;1;1;3;1;2;1;2;;;;1;;;1;;;;;;;;;;;10;;4;2;2;3;;;;1;;;184
40838-7114;20130202;insucesso;1;1;;;13;;;;3;;;;;1;;1;;1;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;3;;;;;;;;6;2;;1;4;;;;;;;1;1;7;;;;4;;4;;;;;;;1;1;1;1;;1;1;;1;;11;;3;2;;1;4;2;1;1;;1;;;;1;1;1;1;;;;1;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;1;1;1;;1;;;1;;;;;;;;;;;;1;;;;;;;114
40950-6030;20130101;insucesso;3;1;2;2;48;9;2;;2;1;;;;3;;1;;1;;;1;2;6;;;;;;;3;2;;;4;1;;;;;4;2;2;1;;;10;;;;1;;;1;;;;;7;1;1;;34;4;;1;9;;5;4;;5;4;1;5;23;2;1;;18;1;7;4;3;;1;1;;2;2;2;;;;8;1;6;4;24;2;;;;;3;;;;;;;;;;;;;;;1;5;;;5;;1;;1;;;;13;2;;;2;1;4;2;;3;2;1;;1;;1;1;3;1;1;2;10;2;6;;1;3;1;;1;;1;;;;;4;1;1;;1;5;3;404
40983-6030;20130101;insucesso;1;;1;1;42;2;1;;5;1;1;1;1;8;;4;1;1;;;;1;8;;1;1;1;1;;;;;;;;;1;1;1;1;2;2;1;;;14;;;;3;2;2;;2;;;;7;2;;1;16;2;;;5;;;;;3;3;3;1;14;1;1;;8;1;1;;;;3;3;;;;;2;;3;1;;1;1;28;1;2;1;;1;14;1;1;4;;4;3;3;3;3;3;3;3;1;1;2;7;1;1;5;;1;1;1;1;1;1;14;1;1;1;;;3;1;1;3;1;1;1;1;1;2;2;1;;;1;8;;7;;1;1;;;5;2;6;;2;;;4;;4;2;;1;1;381
40989-7114;20130202;insucesso;;;;;6;1;1;1;;;;;;;;;;;;;;;3;;2;2;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;;;;3;1;;2;;1;;;;1;1;2;1;1;;;2;;1;1;;1;1;;;;;1;1;1;1;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49
41058-6590;20130201;SUCESSO;1;;1;1;52;2;;1;1;;;5;;10;;5;;2;;;1;;14;;7;4;3;;1;2;1;;;;;;2;2;1;;4;4;2;2;2;6;1;1;1;2;;;;;;;;3;7;;2;21;4;1;;8;1;1;;;;;1;3;29;4;;1;17;2;7;1;;;;;1;4;2;;1;1;2;3;;3;2;44;;1;7;;4;17;;4;9;2;4;4;1;;;;3;3;2;;;11;;2;8;1;4;;2;2;1;;21;4;4;;1;1;11;3;2;4;;2;;1;;2;2;1;;;1;9;2;;1;1;2;2;1;4;2;;;;;;3;;3;2;;;;504
41125-7114;20130202;SUCESSO;1;1;;;15;1;;1;3;1;;;;1;;1;;;;;;;8;;1;;;;3;;;;;;;;;;;;1;1;;2;2;5;;;;1;;;;;;;;;1;;;9;;;;;;;;;;;2;1;9;;;;7;;;;;;;;2;;;;;;;;;;;14;;1;2;;2;3;;;;;;;;;1;;4;3;;;;4;;1;3;;;;;;;;3;;;;;;;;;;;;;;;;;1;1;1;;1;1;;;;;;;1;1;;;;;;2;;1;1;;;;132
41128-6030;20130101;insucesso;1;1;;;32;3;;1;2;1;;1;;4;;1;;;;;;;8;1;2;1;1;1;2;3;2;1;;1;;;2;;;;;;;;;5;;;;2;1;;;;1;1;1;2;1;1;;7;1;;1;1;;;;;1;;;;11;1;;;4;1;1;;;;;;;2;1;;2;1;1;;;;;30;;2;2;;1;12;;1;3;;2;2;1;1;1;;4;2;1;1;;14;1;1;10;2;6;;4;2;1;;19;6;3;;1;1;9;1;;6;;3;;2;1;3;3;1;1;1;;5;1;2;;;1;;1;;;;;;;;6;1;;;;;;308
41138-6030;20130101;insucesso;;;;;20;2;;1;4;;;;;;;;;;;;;;6;;3;2;2;1;2;;;;;;;;2;2;2;1;;;;;;8;;;;1;;;;1;;;;;;;;4;;;;1;;;;;1;;;;4;1;;;2;;1;;;;;;;1;1;;;;;;;;;15;;;;;;9;;;6;;4;2;1;;2;;6;3;2;1;;7;;3;4;;3;;2;;;;14;1;;;;;5;;;2;;;;;;;;;;;;;;;;;;;;5;4;;;;;;5;;4;3;;1;;190
41179-7114;20130202;insucesso;;;;;18;5;1;;3;;;1;1;1;;;;;;;;;3;1;1;;;;;;;;;1;1;;3;1;1;;;;;;;4;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;1;;;;;;;6;;;1;;;2;;;;;;;;;;;;;;;;2;;;2;;2;1;1;1;1;1;2;1;;;;;2;1;;1;;1;;1;1;;;;;;;2;1;;;1;1;1;;2;2;1;;;;;4;;2;2;;;;101
41258-6590;20130201;SUCESSO;1;1;;;11;1;;;;;;;;2;1;1;;;;;;;5;;2;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;1;1;1;;;;;5;;;;3;;2;1;;;;1;;6;1;;;5;;3;2;1;;;;;;;;;;;;;;;15;1;1;;;;3;;;1;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;1;;;;1;3;1;;1;1;;;;;;2;;1;1;;;;101
41292-6895;20130201;insucesso;;;;;4;;;;;;;;;1;;;;;;;;;2;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;7;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;22
41365-7297;20130202;SUCESSO;1;1;;;13;1;;;1;;;;;;;;;;;;;;3;;;;;;1;1;;;;;;;1;;;;;;;;;4;;;;;;1;;;;;;;;;;4;2;;1;2;1;;;;;;;;4;;;;4;1;2;;;;;;;;;;;;;;;;;5;;;1;;1;1;;1;1;1;1;1;1;;;;1;;;;;2;;1;1;;1;;;;;;4;1;1;;;;1;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;1;;;;;;;80
41425-6895;20130201;insucesso;1;;1;1;10;;;;2;;;;;;;;;;;;;;4;;1;1;;;1;;;;;;;;;;;;;;;;;3;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;7;;;3;;2;1;1;;1;1;2;2;1;1;1;3;;;3;2;1;;1;1;1;1;3;2;1;1;;;1;;;1;;1;;1;1;2;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;97
41483-6590;20130201;insucesso;;;;;72;7;5;1;3;2;;;;20;;10;;4;;;2;;13;2;6;4;2;1;1;4;3;1;;;;;3;2;2;;;;;;;6;;;;4;;;;1;;;;2;;;;15;3;;;6;;2;;;2;2;;2;24;2;;1;14;2;6;2;;;2;2;;2;1;;3;2;1;;;;;22;2;1;3;1;1;11;1;1;6;;4;2;1;1;4;3;6;6;4;3;;12;;3;11;1;7;2;5;3;1;1;12;4;2;1;;;7;3;2;5;2;3;;1;1;2;1;;;;;9;1;2;;7;1;;;3;2;13;;1;1;;6;;3;2;1;;;506
41520-6895;20130201;insucesso;1;1;;;10;1;;;3;2;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;3;;;;3;2;;1;;1;1;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;41
41590-6590;20130201;SUCESSO;1;1;;;12;1;;1;2;;;;;5;1;4;1;1;;1;;;2;;;;;;;;;;;;;;1;;;;;;;1;1;4;;;;;;;;;1;1;1;;;;;5;1;;1;1;;;;;1;1;1;1;6;2;;;5;1;1;;;;1;1;;;;;;;;;;;;14;;;;;;2;;;;;;;;;;;1;1;;;;3;;;2;;;;;;;;3;;;;;;;;;;;;;;;;;1;1;1;;1;;;1;;;;;;;1;;;;;2;1;;;1;;;108
42411-7297;20130202;SUCESSO;1;;1;1;14;4;;1;2;;;;;2;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;1;;;2;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;42
4339-4435;20120102;insucesso;;;;;30;;;;2;1;1;;;2;;1;;;;;;;16;1;4;;;;2;1;1;;;;;;;;;;;;;;;8;;;;1;;3;;1;;;;;;;;9;;;;1;;1;1;;;;;;8;2;;2;5;;1;1;1;;;;;;;;;;;;;;;28;;1;4;1;3;6;1;1;;;;;;;;;2;2;1;1;;8;;;8;1;1;;1;;;;14;1;1;1;;;1;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;198
44006-6895;20130201;insucesso;1;;1;1;12;;;;1;;;;;1;;;;;;;;;3;;2;1;1;;;;;;;;;;;;;;;;;;;3;;;;1;;;;;;;;;;;;4;;;;1;;;;;;;;;7;1;;;2;;1;;;;;;;1;;;1;;2;;;;;13;;;;;;4;;;1;;1;;;;1;;1;;;;;3;;2;1;;1;;;;;;1;;;;;;1;;;;;;;;;1;1;1;;;1;2;;;2;;;;;;;;;;;;1;;;;;;;87
44022-6590;20130201;SUCESSO;1;1;;;102;20;;3;4;1;;;;23;4;13;3;;;6;1;;18;;9;4;2;;1;2;2;1;1;;2;2;3;2;2;;1;1;;1;1;6;;;;2;;;;;1;1;1;;;;;21;10;1;2;3;1;;;;8;7;;2;33;7;;1;21;9;2;;;;8;7;;5;4;;1;1;;;;;;44;1;;1;;1;20;;1;8;1;4;2;1;;1;;2;2;1;;;4;;;4;1;3;;2;1;1;;4;3;3;;2;2;3;3;2;2;2;1;1;1;;;;1;1;1;;2;;;;;2;;2;6;6;10;;2;1;;7;1;5;5;;;;589
44024-6590;20130201;SUCESSO;1;;1;1;85;6;;;2;;;;;35;;17;;6;2;;3;1;6;;1;1;1;;1;1;;;;;1;;2;2;2;;;;;4;3;5;;;;;;;;;;;;1;;;;28;1;;;11;;4;1;1;1;1;3;1;42;2;;;22;;10;4;1;1;;;1;4;3;;3;2;;1;;;;24;1;1;2;;1;8;;;3;;1;1;1;;1;;3;1;1;;;6;;3;1;;1;;1;;;;5;1;1;;;;3;;;1;;;;;;1;1;1;;;1;5;;;;1;2;2;1;3;2;;;;;;3;;3;2;;;;439
44033-6590;20130201;insucesso;1;;1;1;45;19;10;8;2;;;;;9;3;6;2;;;;1;;17;4;7;2;1;;;;;;;;;;3;1;1;;1;1;1;;;3;1;1;1;;;;;;;;;2;;;;8;5;;;;;;;;3;3;;;13;4;2;1;7;3;;;;;3;3;;1;1;1;;;2;1;;1;;18;4;1;5;2;1;7;;;2;;1;;;;;;;;;;;1;;;1;1;;;;;;;1;1;1;1;;;;;;;;;;;;;;1;;;1;3;;2;;1;;;;1;1;3;;2;;;4;1;1;1;;;;287
44049-6590;20130201;SUCESSO;1;1;;;47;4;;1;3;;;;;7;1;4;2;1;1;1;;1;7;;3;1;1;;;;;;;;;;2;1;1;;;;;1;1;5;;;;2;;;;;1;1;1;;;;;10;6;1;1;2;;1;;;2;2;;1;11;2;;;8;5;1;1;;;2;2;;;;;;;;2;;1;1;9;;;2;;1;3;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;2;1;;1;1;;;;1;1;;;;;;3;;1;1;;;;198
44058-7297;20130202;SUCESSO;1;;1;;34;;;;;;;;;4;;1;;;;;1;1;11;;3;2;;;;;;;;;;;1;1;1;;2;2;;;;1;1;1;;;;;;;;;;6;1;;1;5;;;;;;;;;1;;1;;16;1;;1;5;;;;;;1;;1;1;;;;;6;2;;2;1;46;;1;2;;;16;;1;9;1;4;3;2;;;;;;;;;4;;2;2;;1;;;;;;6;1;;;;;1;;;;;;;;;1;;1;;;;6;1;;;;;;;3;3;;;;;;3;;3;3;;;;247
44060-6590;20130201;insucesso;1;;;;21;1;;1;5;;;;;1;;;;;;;;1;3;;1;;;;;2;1;;;;2;;1;;;;;;;;;10;;;;;;1;;;1;1;;2;1;;1;3;;;;1;;1;1;;;;;;5;;;;1;;;;;;;;;1;;;1;;2;1;;1;;19;;;1;;;7;;1;2;;;;;;;;2;2;1;;;7;;2;5;;3;;;;;;14;1;;;1;;6;1;;;;;;;;;;1;1;;;2;;2;;;2;;2;;;2;;;;;2;;;;2;;;167
44112-7114;20130202;insucesso;1;1;1;1;33;3;;2;4;2;2;1;;2;1;;;;;;;;9;;1;;;;;;;;;2;;;5;5;5;;;;;;;8;1;1;1;5;1;3;;;1;1;1;1;1;;;;;;;;;;;;;;;;3;2;1;1;;;;;;;;;;1;;;1;;;1;1;;;16;1;;;;;2;;;;;;;;;;;;;;;;1;;;1;;1;1;;;;;1;1;;;;;1;1;;;;;;;;;;1;1;1;1;3;1;1;;;;;;7;6;2;;;;;7;1;6;5;;;;187
44153-6895;20130201;insucesso;1;1;;;14;1;;;1;;;;;;;;;;;;;;7;;4;2;1;;;;;;;;;;1;;;;;;;;;2;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;22;;;1;;;11;;1;5;;3;2;2;1;1;1;1;1;1;1;;2;;;2;;2;;2;2;2;1;2;;;;;;2;;;2;;2;;2;1;;;1;1;1;;3;;1;;;;;;;;;;;;;2;;;;;;;127
